load,displacement,branch_id,branch_kind,plaxis_step
0.0,0.0,0,initial,-1
26.6,3.47810559458311e-05,1,loading,0
53.2,6.91890172442274e-05,1,loading,1
7.8848453497788755,-0.000608801194845374,2,loading,0
9.910027259444973,-0.000925882417371496,2,loading,1
12.46070386744192,-0.00156995480401173,2,loading,2
12.430090510739062,-0.00173749857772639,2,loading,3
12.480171977888894,-0.00190400387430194,2,loading,4
12.633106070968928,-0.00198578399803053,2,loading,5
12.944602606051506,-0.00214923912342198,2,loading,6
13.225151309662229,-0.00231283709113659,2,loading,7
13.485568083283383,-0.00247651877378972,2,loading,8
13.970286023034289,-0.00280403872108153,2,loading,9
14.412330708583806,-0.00313173461580304,2,loading,10
14.828689801831533,-0.0034594697776579,2,loading,11
15.226802672116303,-0.00378726237632921,2,loading,12
15.617405072390238,-0.0041150205039425,2,loading,13
15.985744605390567,-0.00444289978698119,2,loading,14
16.346038303599386,-0.00477070365609571,2,loading,15
17.020308231049018,-0.00542643832215565,2,loading,16
17.620405539088907,-0.00608259845820662,2,loading,17
17.90543822044215,-0.00641077481671972,2,loading,18
18.467235399657444,-0.00706719885371666,2,loading,19
18.738032759822865,-0.00739548462248719,2,loading,20
19.250486798517066,-0.00805212044733849,2,loading,21
19.744688403050265,-0.00870874752390835,2,loading,22
19.99023879589878,-0.0090370673415725,2,loading,23
20.229101492468132,-0.00936546644209221,2,loading,24
20.697693125014567,-0.0100223591228942,2,loading,25
21.150378131070465,-0.010679445590165,2,loading,26
21.584897766219207,-0.0113366803849158,2,loading,27
22.010598768296475,-0.0119939989858091,2,loading,28
22.419196640605485,-0.012651384190846,2,loading,29
22.826538934887658,-0.0133087936082318,2,loading,30
23.228230707761835,-0.0139662918921574,2,loading,31
23.622660930458743,-0.0146238411797956,2,loading,32
24.01036457286641,-0.0152814750836556,2,loading,33
24.391240930610152,-0.0159391867881283,2,loading,34
24.76459276725768,-0.0165970782011353,2,loading,35
25.134425548243296,-0.0172550562323993,2,loading,36
25.489237786956878,-0.0179131124373288,2,loading,37
26.198604227700095,-0.0192293070242717,2,loading,38
26.889560770129098,-0.0205457308667264,2,loading,39
27.230058725433402,-0.0212040422379043,2,loading,40
27.901258342269422,-0.0225207859800758,2,loading,41
28.226247573280812,-0.0231792764000698,2,loading,42
28.87238740250793,-0.0244963205144875,2,loading,43
29.18725151484779,-0.0251549283498433,2,loading,44
29.49512752213535,-0.0258136112871873,2,loading,45
29.801629052923072,-0.0264723119511375,2,loading,46
30.107970167857026,-0.0271310484883586,2,loading,47
30.41209009202051,-0.0277897942166423,2,loading,48
30.71309668353615,-0.0284485756954573,2,loading,49
31.30478233163613,-0.0297662054491451,2,loading,50
31.88666593386402,-0.0310839034185392,2,loading,51
32.4606246931452,-0.0324016691311106,2,loading,52
33.02465626696091,-0.0337195464243204,2,loading,53
33.57902956613729,-0.0350375387132113,2,loading,54
34.12743191724863,-0.0363556147475809,2,loading,55
34.666908586004894,-0.037673836651673,2,loading,56
35.20017319976908,-0.0389921283511796,2,loading,57
35.734495031134,-0.0403104195398955,2,loading,58
36.26542838329759,-0.0416287522368005,2,loading,59
36.79250701134666,-0.0429471294971805,2,loading,60
37.055923132934424,-0.0436062976134487,2,loading,61
37.58097303935368,-0.0449246245206132,2,loading,62
38.09707434795063,-0.0462430423017467,2,loading,63
38.6042238500173,-0.047561589275706,2,loading,64
38.85071434892096,-0.0482209456335677,2,loading,65
39.33698900718538,-0.0495397982857693,2,loading,66
39.57832549275755,-0.0501990806701081,2,loading,67
40.05150550726904,-0.0515176622422714,2,loading,68
40.27670649439478,-0.0521769944725737,2,loading,69
40.511368631173255,-0.0528363133193602,2,loading,70
40.74596786949182,-0.0534955211463074,2,loading,71
41.187726638223026,-0.0548137806507821,2,loading,72
41.637932683207325,-0.0561321602258666,2,loading,73
42.07480166609482,-0.0574507075307879,2,loading,74
42.51139318271273,-0.0587693180460898,2,loading,75
42.726587069878775,-0.0594286315679907,2,loading,76
43.15529450876845,-0.0607473572760069,2,loading,77
43.37251975730814,-0.0614067301747921,2,loading,78
43.584997236825565,-0.0620660459663381,2,loading,79
44.00770889408812,-0.0633845402087682,2,loading,80
44.2132036758314,-0.0640438241109268,2,loading,81
44.42078453039943,-0.0647029522604925,2,loading,82
44.839939974323656,-0.0660212178270526,2,loading,83
45.05776606237315,-0.0666804151736431,2,loading,84
45.260535916600325,-0.0673397518497145,2,loading,85
45.67411562571481,-0.0686583004689605,2,loading,86
45.87678932635525,-0.0693176367074018,2,loading,87
46.28052281609123,-0.0706363279555083,2,loading,88
46.673600697119255,-0.071955150016107,2,loading,89
46.87228356466754,-0.0726145123761194,2,loading,90
47.26775263434295,-0.073933311600983,2,loading,91
47.46952002722533,-0.0745927725381619,2,loading,92
47.862339510278574,-0.0759115409740639,2,loading,93
48.2416674376208,-0.0772305101303182,2,loading,94
48.61784602209206,-0.078549617361507,2,loading,95
48.99572535675142,-0.0798687724804472,2,loading,96
49.37210605167093,-0.0811879372105615,2,loading,97
49.55892966734082,-0.0818475128112176,2,loading,98
49.93178204681081,-0.0831667171862097,2,loading,99
50.30605285790743,-0.0844860085039626,2,loading,100
50.67817843205387,-0.0858054820221697,2,loading,101
51.0398313644118,-0.0871249930566776,2,loading,102
51.404977753028206,-0.0884445674841821,2,loading,103
51.750484277614014,-0.0897640987676617,2,loading,104
52.34294146772586,-0.0919594214801347,2,loading,105
52.92061462643699,-0.094154833937804,2,loading,106
53.2,-0.0952344968178373,2,loading,107
2.9189312809368695,-0.0950284610060581,3,loading,0
8.605572404221201,-0.0946060735874943,3,loading,1
13.610889658400929,-0.0941786075476617,3,loading,2
18.046754373130153,-0.0937475393280231,3,loading,3
21.741090890525445,-0.0933126832596367,3,loading,4
24.803124763689144,-0.0928743800206516,3,loading,5
27.448402530426048,-0.0924339770991593,3,loading,6
29.572993725425402,-0.0919904990949469,3,loading,7
31.271921126030936,-0.0915442587844776,3,loading,8
32.73467514740933,-0.0910966550920453,3,loading,9
34.09893490117174,-0.0906485970632328,3,loading,10
35.420067226468795,-0.090200665847694,3,loading,11
36.71470764318697,-0.0897527946749508,3,loading,12
37.35634111454547,-0.0895289238067426,3,loading,13
38.61158849250303,-0.0890811276313813,3,loading,14
39.20215902159969,-0.0888570083875783,3,loading,15
40.38571486436945,-0.0884088146149335,3,loading,16
41.56281913624395,-0.0879605678864704,3,loading,17
42.72380850570192,-0.0875121957886447,3,loading,18
44.9945757089131,-0.0866151145763421,3,loading,19
46.0935030125828,-0.0861662022273443,3,loading,20
48.224094066179894,-0.0852679641574727,3,loading,21
50.27301538597637,-0.0843689977719358,3,loading,22
52.28416732597808,-0.083469581327351,3,loading,23
53.2,-0.083051696319002,3,loading,24
